Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,18028913,18616799,19240634,19891387,20568063,21270482,21991752,22729882,23486454,24258520,25046519,25870987,26731631,27609964,28506368,29419648,30346083,31291999,32255984,33217040,34120789,34922848,35672570,36422094,37164338,37893236,38607741,39311370,40019226,40728948,41509560,42363669,43224989,44092387,44964382,45831232,46680349,47517728,48346692,49166531,49973382,50758748,51530724,52296746,53064573,53823103,54557092,55278659,55985191,56685733,57445993,58268408,59081795,59862821,60610526,61325120,62029592,62712641,63328698,63898082,64410851,64849001
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,7498,7740,7999,8274,8562,8864,9179,9561,10078,10691,11251,11655,11989,12342,12737,13181,13648,14127,14624,15134,15675,16274,16921,17596,18297,19026,19775,20541,21293,21925,22445,22939,23409,23860,24291,24706,25109,25504,25892,26216,26410,26508,26552,26555,26534,26494,26439,26360,26261,26162,26061,25828,25456,25045,24596,24111,23591,23040,22460,21855,21224,20567
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,1042013780,1055765832,1075888574,1101886706,1128022254,1154658325,1182687774,1210593747,1239370584,1269307288,1299877380,1330671381,1360899623,1391397591,1421609766,1451118050,1480505868,1509805599,1539425543,1569824014,1601107422,1633564138,1667441125,1701506785,1735485420,1770200922,1805871081,1842273000,1878936075,1915163513,1952168156,1987749695,2021814586,2055230478,2088645219,2121801298,2154735990,2187509157,2219938684,2251662894,2283228585,2314714440,2345370604,2375502721,2405785998,2435917410,2465409836,2494573874,2524199431,2554335258,2584903960,2616331226,2648759050,2681893452,2714961057,2747471625,2779536011,2811453025,2842133101,2871481051,2899391260,2924689577
North Macedonia,MKD,"Population, female",SP.POP.TOTL.FE.IN,729016,738240,745437,751417,759311,767646,776668,786415,796789,807857,819179,829904,840763,852317,864057,876078,888420,901125,914162,927526,941088,954925,966124,973818,980615,986760,992154,996838,1000879,1004326,1006573,1002723,994572,986674,981702,981986,985796,987127,992330,998672,1006416,1013819,1008305,1011993,1015172,1017633,1019659,1021632,1023544,1025676,1028115,1030140,1031596,1033301,1035259,1036836,1038171,1039359,1040371,1040755,1038868,1035460
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,2640944,2679459,2718510,2757968,2797894,2838908,2880490,2922787,2966695,3011901,3058929,3107103,3157869,3213234,3271722,3332235,3393716,3458599,3528199,3601287,3678619,3758331,3839338,3921975,4003570,4080769,4152492,4220667,4290716,4367225,4450642,4538008,4629016,4725002,4825817,4928104,5030238,5140279,5267199,5411435,5568260,5736653,5917677,6109536,6311824,6523607,6742621,6968725,7201073,7438969,7684411,7936902,8171646,8413823,8685277,8963345,9254197,9556879,9865821,10179843,10505701,10844239
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,169565,168802,168088,167469,166892,165768,164053,162234,160396,158576,157717,157659,157382,157044,156623,157405,157795,158006,159286,160550,161920,162773,165894,167849,167584,170404,173181,174273,175631,177284,178990,183843,185683,187501,189169,190337,191491,192857,194013,195067,196289,197793,199287,200646,202059,203432,204278,205066,206399,207859,208618,209074,210374,212608,216022,220217,224158,229157,236050,244207,248434,248831
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,10840150,11079514,11326077,11579608,11841452,12114894,12397493,12688526,12989573,13296558,13608010,13922477,14239404,14544783,14837418,15132124,15428959,15734570,16049039,16366075,16687443,17008344,17323285,17663097,18029998,18389794,18735306,19066337,19384587,19696193,20002052,20293704,20573799,20851342,21129504,21405344,21682342,21963537,22243440,22514453,22770251,23015840,23255648,23484720,23698591,23897578,24084184,24266155,24402770,24541072,24732646,24939195,25156858,25377710,25595912,25808518,26019857,26225112,26421724,26616900,26817022,27015414
Middle East & North Africa (excluding high income),MNA,"Population, female",SP.POP.TOTL.FE.IN,48086180,49281627,50515447,51805420,53139610,54515397,55967175,57499789,59072564,60686268,62340120,64020093,65736889,67518490,69369558,71382607,73712301,76058176,78108530,80272479,82747535,85534884,88421192,91246830,94187871,97142253,100154823,103184076,106142221,109107095,113225813,116389521,119296167,121893880,124433776,127096551,129690093,132289066,134931804,137621223,140383027,143205576,145836411,148449927,151322980,154283607,157258974,160272916,163353509,166513105,169794241,172977888,176185540,179693201,183368728,187033982,190497484,193789915,197192506,200652903,203945586,207085794
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,251232,256528,262119,267405,271422,273507,273302,271213,268282,265996,265395,266729,269584,273464,277477,280933,283634,285830,287792,289957,292619,295852,299428,303022,306110,308272,309321,309456,309082,308735,308801,309473,310569,311802,312702,313111,313045,312590,312017,311512,311220,312711,314222,315676,316162,316347,316447,316585,316886,317338,317741,318002,318151,318335,318620,318773,318810,318854,318787,318725,318464,317538
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,491832,507199,522763,537505,551744,566862,582773,599145,615524,631612,647882,664953,682949,701995,722097,743040,764423,785899,807554,828588,849102,870173,891797,914105,937394,961865,987499,1013973,1040901,1065007,1085652,1105380,1124026,1141380,1157432,1172301,1186139,1199090,1211405,1223662,1234617,1244391,1254668,1265190,1275713,1286180,1296962,1308854,1322575,1338545,1356147,1377389,1402736,1430076,1459613,1491107,1523921,1557431,1591658,1626335,1658241,1686321
Northern Mariana Islands,MNP,"Population, female",SP.POP.TOTL.FE.IN,4340,4476,4615,4764,4929,5098,5272,5335,5163,4891,4953,5463,6120,6738,7107,7277,7428,7569,7705,7838,8357,9428,10718,12107,13590,15153,16768,18402,20033,21674,22727,22965,23000,23044,23102,23796,26582,30921,35364,39831,42127,41471,39980,38389,36719,34982,33200,31397,29582,27779,25980,25000,24835,24646,24430,24189,23933,23669,23401,23127,22956,22884
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,3468579,3529910,3594082,3661919,3732745,3808264,3886824,3967934,4052725,4141138,4236775,4343770,4467828,4607678,4756962,4915963,5083236,5267694,5471824,5679927,5829757,5943912,6076552,6208984,6347443,6486739,6613641,6651185,6650904,6715923,6824389,6954284,7083124,7280041,7638748,7984592,8229401,8456940,8668097,8886269,9112588,9348513,9594055,9847572,10107859,10372470,10641439,10919618,11209337,11513202,11837502,12182882,12545887,12925693,13315954,13714918,14135272,14567003,14996993,15433808,15884940,16339849
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,423111,434553,446536,459063,472187,485937,500322,515312,530867,546956,563527,580527,597978,615929,634396,653414,672961,692752,712892,733660,755155,777563,800818,824768,849360,874558,900302,926689,953891,978314,1003601,1033456,1073729,1118110,1156780,1189000,1212922,1240380,1273286,1308144,1345099,1379893,1412682,1446195,1480531,1516097,1553092,1591630,1635897,1686890,1741544,1799948,1861624,1917938,1968143,2019734,2072630,2126733,2182110,2238719,2296186,2354385
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,333237,334956,344449,353663,362529,370979,379064,386813,394245,401397,408341,415140,421752,428257,434961,442099,449564,457218,463461,471766,479902,487116,493104,497609,502708,506655,510360,514001,517370,521198,524816,530738,538298,545254,553504,558868,565225,572962,579615,587606,593992,599151,603608,608280,612399,616351,619575,622800,625503,627622,629536,630904,632967,634671,636155,637333,638114,639046,639736,640291,640713,641326
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,1876295,1921351,1968570,2017497,2067370,2118104,2170258,2224041,2278934,2334582,2391677,2451273,2513903,2579784,2649289,2723323,2803139,2891552,2992130,3104547,3226071,3354921,3489880,3629666,3772741,3918380,4063323,4259055,4492752,4708651,4896164,5046355,5192413,5265662,5201856,5190199,5287204,5386547,5496002,5624113,5764787,5911060,6065205,6228350,6401576,6585398,6778224,6976891,7178959,7384918,7595842,7811265,8030996,8255436,8485579,8719776,8956544,9197987,9445207,9698995,9958303,10218942
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,3835196,3955530,4079794,4206691,4334252,4461131,4585060,4705207,4824059,4943494,5065072,5187194,5310789,5440270,5575364,5715521,5860256,6013614,6175335,6339986,6509322,6682667,6859613,7044106,7239367,7448452,7671909,7907269,8151106,8396840,8642988,8890521,9142411,9401203,9667337,9938199,10211073,10488071,10765935,11042420,11313791,11581251,11850120,12118281,12385554,12651740,12916424,13179771,13437576,13686532,13925419,14163015,14405218,14646296,14885695,15120922,15354558,15584594,15801948,16009996,16213821,16407343
North America,NAC,"Population, female",SP.POP.TOTL.FE.IN,100000985,101810795,103540106,105197515,106830344,108390882,109959290,111492698,112861972,114094819,115442185,117036978,118285738,119475967,120676727,121986045,123257339,124591689,125985567,127426921,128729060,130039566,131306083,132497188,133622811,134771907,135980223,137209379,138466792,139838436,141411454,143223456,145118988,146954930,148695592,150395853,152077179,153821932,155497045,157142405,158775594,160312726,161827061,163238703,164739819,166242354,167843837,169450798,171093370,172656587,174154013,175395567,176598713,177747621,178973509,180180442,181449436,182591613,183618832,184553808,186367643,186754352
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,305768,311961,318655,325857,333562,341671,350208,359410,369168,379469,390340,401693,413606,425881,438613,452038,464886,477260,485485,493437,503286,509714,519500,533980,549101,565406,583377,602718,624598,665138,705916,729446,752836,777614,802801,827162,850402,872884,895127,917173,938437,957602,973840,987380,999590,1011646,1023939,1037023,1051301,1066814,1083287,1100620,1119086,1138564,1158729,1179466,1200715,1222272,1243822,1265266,1287438,1308985
New Caledonia,NCL,"Population, female",SP.POP.TOTL.FE.IN,37084,38108,39141,40239,41427,42641,44139,45643,47140,49322,53170,57047,59742,61247,62515,63309,64124,65229,66140,66820,67758,69205,70861,72465,74010,75451,76928,78527,80110,81701,83650,85838,88005,90299,92744,94871,96716,98700,100788,102921,105093,107302,109544,111599,113456,115116,116661,118301,119942,121484,123442,125859,128304,130750,133089,134000,134622,135158,135581,135854,135996,136116
Niger,NER,"Population, female",SP.POP.TOTL.FE.IN,1845463,1895611,1947468,2000845,2055561,2111323,2168304,2226660,2285947,2345927,2406665,2467570,2529314,2593117,2659250,2728602,2801113,2876800,2957054,3042646,3132506,3225425,3320620,3417624,3516921,3619287,3725059,3834599,3947885,4065191,4187921,4315529,4447864,4586569,4732770,4888843,5052195,5219493,5394990,5578322,5768657,5967421,6174051,6389847,6616601,6854818,7103832,7364222,7636788,7921750,8219898,8530903,8859465,9201607,9553826,9925014,10315083,10716126,11128131,11553632,11991269,12443587
Nigeria,NGA,"Population, female",SP.POP.TOTL.FE.IN,22509554,22972267,23454102,23952407,24467983,25001034,25544212,26089879,26650321,27231346,27832848,28455645,29110253,29810714,30570032,31400270,32288982,33242253,34254109,35303291,36394977,37496717,38591740,39562984,40539974,41647954,42746686,43855247,44995084,46175196,47392609,48618590,49862635,51151537,52479723,53834817,55214789,56625202,58059921,59544078,61103614,62731941,64424240,66172940,67971753,69820038,71718561,73673124,75683500,77749737,79886397,82099103,84362132,86645192,88929439,91192351,93474951,95832952,98222504,100623652,103084231,105574310
Nicaragua,NIC,"Population, female",SP.POP.TOTL.FE.IN,897611,924807,952934,982008,1012158,1043562,1076429,1110937,1147171,1184976,1224212,1264742,1303508,1343197,1386572,1430851,1476047,1522043,1568214,1614190,1661025,1708674,1756307,1803922,1851301,1898469,1945684,1993167,2041362,2090458,2140163,2190336,2240635,2290765,2340422,2389080,2434983,2477859,2518131,2556818,2594751,2630858,2665376,2698853,2731919,2767177,2805314,2844711,2885445,2927499,2970655,3014669,3059293,3104267,3149486,3194985,3240784,3286867,3333171,3379591,3426548,3474910
Netherlands,NLD,"Population, female",SP.POP.TOTL.FE.IN,5764100,5839011,5921419,6000473,6079728,6162223,6241888,6312202,6378029,6452548,6533762,6613528,6683124,6741730,6798034,6862741,6921252,6966876,7014285,7067331,7127878,7181305,7218486,7250006,7282604,7320011,7363825,7413320,7463546,7510199,7563158,7623434,7681313,7734785,7780850,7818376,7853637,7893004,7940545,7992115,8047967,8107759,8158484,8196208,8224500,8243829,8256980,8274968,8306815,8348729,8390687,8427926,8456472,8478636,8506166,8540483,8582315,8629295,8676043,8729744,8776125,8820968
Norway,NOR,"Population, female",SP.POP.TOTL.FE.IN,1797110,1811447,1826130,1840121,1854061,1868611,1884267,1900651,1916917,1933088,1947868,1961979,1977310,1991847,2004884,2016775,2027165,2036706,2045550,2053413,2060904,2069151,2077782,2085424,2092287,2099270,2107194,2116854,2127349,2136197,2144309,2154532,2166482,2179424,2192121,2203647,2214855,2226499,2239117,2253555,2266735,2277129,2289135,2302268,2315347,2330273,2346806,2366424,2390855,2417843,2445466,2473240,2501197,2528233,2554202,2577286,2598214,2618212,2635181,2652054,2666540,2680087
Nepal,NPL,"Population, female",SP.POP.TOTL.FE.IN,5067776,5162219,5260605,5361901,5467133,5577258,5690731,5808253,5930668,6056271,6186019,6318053,6451851,6588641,6728597,6873092,7021275,7175780,7338298,7506706,7680285,7857673,8039432,8228195,8421469,8616093,8811491,9006715,9205996,9417638,9647920,9896916,10174760,10453021,10715317,10973325,11220566,11462922,11701802,11936189,12161850,12380071,12593963,12802557,13001504,13186397,13353440,13505086,13645445,13776271,13901487,14016343,14118638,14216663,14323121,14447479,14601718,14777629,14952540,15128288,15368183,15664025
Nauru,NRU,"Population, female",SP.POP.TOTL.FE.IN,1666,1702,1791,1919,2067,2233,2345,2394,2486,2604,2688,2752,2812,2870,2928,2983,3045,3120,3180,3212,3244,3285,3280,3371,3555,3698,3853,4018,4198,4388,4579,4773,4916,4968,4987,5007,5016,5022,5029,5030,5023,5013,5011,5016,5019,5020,5022,5019,5016,5016,5020,5035,5111,5237,5360,5479,5604,5729,5849,5955,6050,6151
New Zealand,NZL,"Population, female",SP.POP.TOTL.FE.IN,1180013,1203814,1235033,1260775,1288345,1310116,1334131,1359629,1374093,1388042,1407069,1428170,1453828,1482684,1514257,1544410,1558731,1564574,1566403,1561818,1564961,1571988,1588800,1611516,1626765,1638224,1639133,1655039,1662035,1672698,1690176,1774969,1793189,1812935,1836484,1862639,1891839,1917970,1937476,1950178,1963891,1976957,2011935,2052127,2083673,2108780,2136095,2157193,2176078,2198070,2222924,2240361,2252797,2268940,2304264,2348652,2399067,2446947,2486439,2517499,2567944,2583772
OECD members,OED,"Population, female",SP.POP.TOTL.FE.IN,412030021,417684279,423478775,429253970,435048435,440756875,446354439,451887487,457256588,462528459,467601393,473529036,478867883,484112880,489274156,494347228,499230011,504188115,509231158,514332365,519248453,523938757,528418358,532736109,536855649,540977223,545142797,549331450,553609073,558126627,562968693,568464584,573818385,578945226,583785688,588499576,593134112,597759866,602215727,606656488,610979679,615547778,620207139,624793018,629362295,633853101,638482218,643300223,648162228,652636434,656857905,660050591,663906822,667968660,672285083,676492362,680740737,684680934,688382677,691652384,695375765,696804747
Oman,OMN,"Population, female",SP.POP.TOTL.FE.IN,267314,272462,277985,283870,290111,296711,303672,311000,318731,326889,335479,344558,354231,364583,377671,393517,410834,430290,451735,474991,499938,526766,555622,586179,617918,647147,673266,699248,725303,751525,777902,804294,830414,855719,879275,901253,922432,942859,962630,981838,1000486,1018552,1035964,1052555,1067698,1081633,1095207,1108636,1122237,1136436,1173012,1233305,1295419,1357118,1417894,1477375,1531734,1580938,1629789,1678067,1722614,1758703
Other small states,OSS,"Population, female",SP.POP.TOTL.FE.IN,4688102,4768681,4862983,4959549,5053028,5141185,5229173,5320289,5416425,5513031,5613113,5719310,5831616,5952246,6082599,6226437,6378790,6539395,6700669,6856409,7011110,7167413,7330943,7501801,7676430,7860405,8053358,8250669,8452225,8674834,8902428,9117681,9283569,9439668,9609149,9770905,9947011,10128306,10311231,10501440,10690183,10871915,11051927,11227335,11407075,11599279,11807219,12031936,12272579,12523196,12770372,13005013,13247067,13508914,13785640,14062112,14337473,14613999,14881788,15150221,15366893,15551275
Pakistan,PAK,"Population, female",SP.POP.TOTL.FE.IN,21159049,21697194,22231652,22798530,23398883,24030852,24698014,25401143,26136537,26900599,27696448,28496527,29317529,30194373,31115326,32093585,33135180,34234632,35393003,36695434,38300711,40120973,41898068,43522925,44983988,46536484,48269312,50064842,51899712,53724935,55569854,57435675,58986038,60526987,62325262,64211200,66221856,68225605,70258836,72328261,74623871,77005059,78984415,80749416,82599094,84430090,86259841,88180519,90186327,92290019,94467014,96555715,98373877,99958919,101436628,102985590,104630327,106376569,108293156,110278237,112381099,114586264
Panama,PAN,"Population, female",SP.POP.TOTL.FE.IN,553610,570513,588224,606690,625755,645263,665152,685359,705817,726507,747447,768734,790380,812219,834163,856176,878188,900198,922261,944514,967118,990198,1013815,1037993,1062605,1087461,1112559,1137886,1163421,1189215,1215409,1241800,1268315,1295187,1322399,1349971,1377935,1406299,1435050,1464167,1493614,1523390,1553486,1583902,1614867,1646282,1677823,1709605,1741781,1774222,1806799,1839763,1873251,1906929,1940824,1975219,2010059,2045156,2080041,2114030,2145526,2174744
Peru,PER,"Population, female",SP.POP.TOTL.FE.IN,5057666,5209586,5365633,5525023,5688855,5857453,6029533,6205155,6384793,6568876,6740704,6913176,7102792,7295842,7491724,7689308,7888148,8092533,8303841,8518709,8738285,8959985,9183415,9413010,9646870,9881918,10116701,10351781,10591417,10835065,11080623,11320245,11554978,11790876,12026724,12259703,12489256,12719037,12946269,13163636,13364073,13542313,13698746,13838734,13968835,14089681,14200318,14303686,14418159,14548239,14684090,14829974,14984154,15143939,15312249,15496198,15704688,15939422,16242003,16556679,16805323,17020361
Philippines,PHL,"Population, female",SP.POP.TOTL.FE.IN,14113720,14552871,14988979,15432805,15884274,16343075,16806875,17277118,17755521,18237560,18709200,19154478,19588074,20025867,20459531,20935999,21496761,22114002,22760891,23419361,24066768,24692119,25311212,25940783,26576739,27213712,27851096,28493194,29152392,29826504,30529390,31254680,31989942,32741816,33505843,34286729,35116553,35987353,36858936,37724573,38563851,39376849,40184410,40992524,41805071,42611126,43410285,44228376,45083466,45954012,46804421,47631255,48444531,49244938,50025302,50842060,51723461,52616948,53496816,54369671,55243033,56062865
Palau,PLW,"Population, female",SP.POP.TOTL.FE.IN,4673,4772,4878,4991,5112,5232,5348,5427,5465,5508,5593,5729,5883,6016,6059,6038,6013,5981,5952,5917,5891,5935,6037,6149,6269,6395,6524,6653,6779,6908,7058,7226,7407,7594,7785,7989,8207,8419,8623,8820,8959,9024,9066,9113,9164,9165,9095,9008,8912,8813,8710,8602,8496,8416,8353,8339,8384,8427,8476,8537,8595,8643
Papua New Guinea,PNG,"Population, female",SP.POP.TOTL.FE.IN,934271,958976,981514,1003601,1025107,1046716,1069584,1093287,1117646,1143421,1170454,1198555,1227552,1256805,1285790,1314693,1343654,1372763,1402012,1431385,1461036,1490658,1520546,1551602,1583902,1617418,1652114,1687890,1724564,1764213,1814003,1877437,1950133,2027313,2106988,2188925,2273162,2359852,2448347,2538843,2631423,2724370,2818074,2913907,3011670,3111127,3212224,3314819,3419577,3526604,3635383,3744221,3852159,3960092,4068046,4176197,4284284,4391815,4498858,4605722,4710175,4811553
Poland,POL,"Population, female",SP.POP.TOTL.FE.IN,15299544,15456497,15623435,15821615,16033108,16182196,16296932,16449431,16603401,16731190,16790316,16849076,16981939,17129152,17285800,17448865,17616891,17784309,17925888,18070423,18236790,18401741,18569228,18739715,18905751,19054503,19183076,19291780,19377690,19457007,19541082,19619741,19690124,19748921,19798400,19833831,19856865,19877592,19893561,19903175,19684019,19662876,19660224,19653302,19648406,19647126,19644068,19644001,19654617,19671857,19617883,19631168,19634196,19624797,19611835,19600554,19594548,19598693,19599212,19595179,19564918,19493868
Pre-demographic dividend,PRE,"Population, female",SP.POP.TOTL.FE.IN,94912220,97131518,99471058,101907275,104446557,107082063,109789583,112580268,115482365,118489597,121615950,124854198,128176656,131666642,135382975,139274949,143266890,147432982,151992314,156779320,161266011,165192322,169377640,174078984,179031599,184117029,189151772,194242108,199282104,204572642,209800980,214936015,221009542,227955271,235482450,242826664,249331015,255897280,262973621,270468722,278074344,285904972,294543007,303547152,312477453,321723661,331016598,340095045,349894667,360421314,371082849,382130249,393636976,405444056,417351684,429248989,441383208,453838944,466509604,479470722,492774153,506152223
Puerto Rico,PRI,"Population, female",SP.POP.TOTL.FE.IN,1191039,1213386,1240275,1269301,1296208,1318383,1336008,1348176,1357737,1369640,1387467,1410869,1439923,1472357,1504319,1533267,1559704,1583597,1605528,1626462,1646701,1665985,1684346,1702076,1719545,1737014,1754518,1772027,1789509,1806868,1824012,1837922,1850788,1867538,1886275,1905119,1927825,1946908,1959084,1969755,1975948,1980886,1984185,1986207,1987441,1985473,1978032,1967465,1956993,1947415,1938768,1917778,1896060,1875894,1847092,1816703,1783979,1743631,1676985,1679953,1728978,1722030
"Korea, Dem. People's Rep.",PRK,"Population, female",SP.POP.TOTL.FE.IN,6376044,6498578,6622874,6762304,6910414,7061601,7222392,7402422,7591092,7776958,7963970,8147815,8332679,8504539,8651700,8787903,8913200,9028844,9142900,9260282,9381485,9506329,9633941,9762899,9894254,10028999,10167538,10307961,10449970,10594230,10742334,10896396,11054944,11219227,11383712,11520640,11630769,11732983,11826815,11912612,11989032,12057001,12115395,12183636,12264788,12338331,12403291,12461285,12515075,12568332,12616337,12658695,12702791,12750473,12801961,12855212,12907056,12956390,13003192,13047566,13089212,13127524
Portugal,PRT,"Population, female",SP.POP.TOTL.FE.IN,4620092,4659032,4694574,4715283,4719825,4702614,4670109,4644514,4629217,4593313,4559110,4539359,4524874,4518842,4575558,4746075,4876172,4921626,4968550,5016286,5066073,5107436,5137744,5160551,5179316,5192964,5197502,5196068,5191233,5184734,5174513,5164058,5161839,5169271,5182987,5199723,5217870,5239826,5264908,5292858,5327445,5362775,5394794,5420513,5437846,5451866,5465459,5480404,5494333,5506976,5516395,5516002,5502221,5480877,5460676,5445951,5433909,5425635,5424120,5430271,5437732,5453881
Paraguay,PRY,"Population, female",SP.POP.TOTL.FE.IN,955413,978386,1002231,1027004,1052478,1078319,1104343,1130392,1156438,1182554,1208811,1235668,1263881,1293266,1323641,1354922,1386781,1419486,1453251,1488649,1526461,1566883,1609765,1654688,1701113,1749031,1798423,1849066,1900890,1953455,2006578,2060188,2113986,2167916,2221903,2275733,2329234,2382253,2434630,2485863,2534814,2578849,2616730,2650831,2683305,2714511,2744307,2772888,2801155,2830572,2864220,2902421,2942591,2984194,3027162,3071251,3116116,3161074,3205602,3249592,3294711,3338534
West Bank and Gaza,PSE,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985040,1029520,1076041,1124722,1175598,1228772,1284395,1342550,1377194,1413313,1450409,1489250,1530053,1572199,1615402,1659247,1703735,1749079,1798811,1848287,1897763,1947103,1996554,2045758,2095174,2144431,2193382,2236936,2293162,2350358,2408409,2467389
Pacific island small states,PSS,"Population, female",SP.POP.TOTL.FE.IN,435919,449225,462918,476967,491223,505719,519895,533229,546157,559216,572224,584987,597671,610280,622856,635710,649460,663938,678635,693288,708748,725368,741925,758517,775545,792777,809538,825547,840607,854655,868213,880083,891173,902868,914245,925167,937275,951452,966431,981307,995807,1010042,1023899,1037484,1050973,1064323,1077688,1090911,1104070,1117331,1130865,1144708,1158504,1172368,1186311,1200236,1214287,1228312,1242108,1255838,1271751,1289709
Post-demographic dividend,PST,"Population, female",SP.POP.TOTL.FE.IN,388562717,393150723,397841607,402421487,406953335,411430419,415763413,419956214,423960462,427853661,431628398,436250265,440167890,443901578,447530503,451012574,454172159,457292217,460460776,463758467,466868463,469938264,472768616,475354112,477756797,480153539,482648606,485223140,487904944,490790076,493784222,497281790,500618151,503740344,506531763,509158489,511887337,514503311,516962272,519351418,521871218,524345286,526989161,529609275,532292377,534918656,537744837,540816793,543997855,546729357,549223558,550575127,552606859,554766986,557044535,559283597,561575855,563512916,565325837,566801898,568855862,568600159
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,41111,42156,43306,44679,46255,47936,49675,51462,53302,55204,57148,59136,61078,62946,64817,66689,68569,70472,72621,75043,77563,80212,82933,85258,87257,89403,91637,93886,96240,98608,100868,103053,105158,107225,109231,111139,113033,115028,117064,119141,121308,123481,125623,127691,129683,131657,133606,135333,136653,137643,138535,139413,140215,141102,142192,143309,144350,145448,146645,147819,149048,150255
Qatar,QAT,"Population, female",SP.POP.TOTL.FE.IN,17844,19334,21304,23599,26197,29096,32380,36118,40294,44880,49162,52974,56846,60779,64784,68874,73055,77336,81730,86259,90951,95812,100809,105874,110922,115895,121120,126697,132321,137922,143518,149114,154702,160278,165818,171291,176667,183645,192720,202338,212122,222035,232662,243737,255237,269332,287464,310533,340380,376711,415537,453291,490463,528201,562633,597391,639636,680215,712137,751299,754994,734561
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,9456654,9526046,9581943,9638449,9695631,9748932,9841467,10006344,10144781,10254024,10379511,10489728,10592819,10686492,10787733,10925130,11061053,11163961,11256168,11320665,11374761,11444918,11504481,11545538,11585174,11632179,11685585,11743418,11798883,11852301,11874417,11774825,11673728,11664231,11654947,11640846,11618022,11595748,11583431,11576320,11571276,11420812,11218841,11136920,11070152,10998038,10929699,10767349,10589029,10502500,10442125,10391699,10345857,10308025,10269735,10220714,10160603,10102021,10044758,9994608,9944933,9875794
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,66181851,66771372,67377496,67994913,68632629,69293561,69592893,69906130,70223577,70547384,70983282,71428810,71772657,72109234,72446480,72786254,73214184,73628754,74040649,74479027,74935230,75351364,75736169,76096529,76576316,77067918,77497245,77892375,78250507,78585136,78635282,78819676,78879774,78843028,78853448,78902653,78851889,78760731,78646825,78420370,78132050,77868557,77591468,77339545,77146216,76976788,76829928,76754261,76745227,76775747,76796366,76823612,76909131,77025825,77153880,77273424,77378095,77431943,77393346,77329730,77147284,76824577
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,1496920,1536734,1574025,1608527,1644627,1686693,1733916,1786149,1841910,1899301,1957976,2016919,2076439,2137773,2200558,2264630,2330401,2397751,2467184,2543728,2630799,2728539,2834511,2938311,3037634,3143448,3259933,3380175,3490520,3585501,3675901,3760956,3849597,3977249,3424120,2935750,3464805,3953557,4085500,4144374,4205706,4274117,4357653,4457573,4567035,4682280,4802717,4928236,5056940,5187356,5319801,5453874,5584599,5712630,5843900,5979182,6121445,6269800,6418989,6568936,6723217,6879649
South Asia,SAS,"Population, female",SP.POP.TOTL.FE.IN,275246661,281794930,288529204,295442936,302527577,309648323,316750585,323993575,331520051,339276188,347104007,354812207,362776545,371268118,379974088,388829166,397801645,407037525,416579287,426401037,436621356,446969803,457621375,468811901,480269641,491933113,503704508,515554502,527620635,539942165,552257504,564547241,577186500,590227392,603311726,616237468,629050086,641895648,654874245,667955172,681081948,694386792,707927827,721292991,734234087,746839861,759072124,770828639,782485342,794380004,806435274,818583755,830425818,841947907,853160230,864094220,875185984,886391467,897383323,908086083,918711070,928581582
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,2052887,2120945,2194003,2271717,2354065,2441017,2532765,2630561,2735195,2847012,2967691,3100232,3247651,3410118,3585454,3753646,3910534,4072394,4241235,4417425,4601297,4793086,4993016,5201815,5419502,5645732,5879990,6121999,6371907,6628660,6890505,7153327,7410436,7646481,7862930,8082656,8309322,8537038,8766283,8998032,9230142,9462097,9695331,9929220,10172103,10497404,10901784,11316699,11737168,12159682,12546820,12874436,13177067,13473465,13761419,13975740,14124969,14364501,14682638,14991273,15110254,15184150
